uce,start_pos,end_pos,length,snp_count
UCE0008-XCE0008,53793759,53794114,356,108
UCE0008-XCE0008,53754234,53754589,356,121
UCE0008-XCE0008,53833158,53833513,356,72
UCE0008-XCE0008,53923497,53923852,356,98
UCE0008-XCE0008,53783904,53784259,356,105
UCE0008-XCE0008,53923351,53923706,356,88
UCE0008-XCE0008,54094502,54094857,356,122
UCE0008-XCE0008,53936342,53936697,356,107
UCE0008-XCE0008,53857750,53858105,356,133
UCE0008-XCE0008,54145959,54146314,356,114
UCE0008-XCE0008,53937405,53937760,356,112
UCE0008-XCE0008,53862513,53862868,356,90
UCE0008-XCE0008,53972226,53972581,356,101
UCE0008-XCE0008,53905620,53905975,356,130
UCE0008-XCE0008,53961158,53961513,356,112
UCE0008-XCE0008,53870904,53871259,356,122
UCE0008-XCE0008,53720467,53720822,356,0
UCE0008-XCE0008,53944880,53945235,356,112
UCE0008-XCE0008,53864533,53864888,356,112
UCE0008-XCE0008,54003054,54003409,356,106
UCE0008-XCE0008,54013357,54013712,356,115
UCE0008-XCE0008,53726443,53726798,356,0
UCE0008-XCE0008,53752296,53752651,356,99
UCE0008-XCE0008,54070374,54070729,356,86
UCE0008-XCE0008,53796761,53797116,356,110
UCE0008-XCE0008,53841577,53841932,356,93
UCE0008-XCE0008,54027571,54027926,356,98
UCE0008-XCE0008,53720112,53720467,356,0
UCE0008-XCE0008,53900343,53900698,356,105
UCE0008-XCE0008,54080179,54080534,356,89
UCE0008-XCE0008,53920458,53920813,356,115
UCE0008-XCE0008,53853902,53854257,356,123
UCE0008-XCE0008,54110819,54111174,356,109
UCE0008-XCE0008,54141285,54141640,356,91
UCE0008-XCE0008,53766826,53767181,356,103
UCE0008-XCE0008,53960198,53960553,356,113
UCE0008-XCE0008,53930674,53931029,356,119
UCE0008-XCE0008,54092754,54093109,356,109
UCE0008-XCE0008,53894300,53894655,356,113
UCE0008-XCE0008,54097885,54098240,356,104
UCE0008-XCE0008,54098825,54099180,356,120
UCE0008-XCE0008,53917360,53917715,356,131
