uce,start_pos,end_pos,length,snp_count
UCE0007-XCE0007,53884875,53885109,235,80
UCE0007-XCE0007,54011105,54011339,235,63
UCE0007-XCE0007,53809951,53810185,235,75
UCE0007-XCE0007,53939398,53939632,235,85
UCE0007-XCE0007,53753821,53754055,235,81
UCE0007-XCE0007,53832213,53832447,235,72
UCE0007-XCE0007,54015064,54015298,235,73
UCE0007-XCE0007,53783293,53783527,235,90
UCE0007-XCE0007,53715739,53715973,235,0
UCE0007-XCE0007,53971627,53971861,235,71
UCE0007-XCE0007,53768997,53769231,235,81
UCE0007-XCE0007,53736670,53736904,235,82
UCE0007-XCE0007,53949787,53950021,235,58
UCE0007-XCE0007,53822647,53822881,235,61
UCE0007-XCE0007,53882967,53883201,235,60
UCE0007-XCE0007,53889490,53889724,235,74
UCE0007-XCE0007,53991327,53991561,235,70
UCE0007-XCE0007,53840913,53841147,235,64
UCE0007-XCE0007,53754044,53754278,235,76
UCE0007-XCE0007,53997934,53998168,235,70
UCE0007-XCE0007,53966663,53966897,235,63
UCE0007-XCE0007,54027688,54027922,235,56
UCE0007-XCE0007,53997170,53997404,235,59
UCE0007-XCE0007,53858118,53858352,235,70
UCE0007-XCE0007,53773579,53773813,235,63
UCE0007-XCE0007,53871323,53871557,235,87
UCE0007-XCE0007,53886503,53886737,235,76
UCE0007-XCE0007,53751036,53751270,235,64
UCE0007-XCE0007,54143435,54143669,235,76
UCE0007-XCE0007,53732833,53733067,235,0
UCE0007-XCE0007,54004511,54004745,235,93
UCE0007-XCE0007,54070162,54070396,235,73
UCE0007-XCE0007,54121838,54122072,235,59
UCE0007-XCE0007,53702074,53702308,235,0
UCE0007-XCE0007,53995882,53996116,235,69
UCE0007-XCE0007,54081206,54081440,235,59
UCE0007-XCE0007,54043430,54043664,235,73
UCE0007-XCE0007,54141622,54141856,235,72
UCE0007-XCE0007,53962555,53962789,235,66
UCE0007-XCE0007,54155247,54155481,235,82
UCE0007-XCE0007,53745517,53745751,235,54
UCE0007-XCE0007,53918537,53918771,235,76
UCE0007-XCE0007,53711700,53711934,235,0
UCE0007-XCE0007,53894578,53894812,235,69
UCE0007-XCE0007,54145150,54145384,235,52
UCE0007-XCE0007,53755513,53755747,235,62
UCE0007-XCE0007,53844725,53844959,235,67
UCE0007-XCE0007,53915244,53915478,235,75
UCE0007-XCE0007,53890570,53890804,235,67
UCE0007-XCE0007,53719096,53719330,235,0
UCE0007-XCE0007,53852460,53852694,235,60
UCE0007-XCE0007,53724876,53725110,235,0
UCE0007-XCE0007,54000258,54000492,235,64
UCE0007-XCE0007,54039873,54040107,235,57
UCE0007-XCE0007,53979120,53979354,235,71
UCE0007-XCE0007,53916135,53916369,235,78
UCE0007-XCE0007,53855087,53855321,235,44
UCE0007-XCE0007,53941593,53941827,235,58
UCE0007-XCE0007,53874415,53874649,235,83
UCE0007-XCE0007,53843124,53843358,235,66
UCE0007-XCE0007,53914084,53914318,235,76
UCE0007-XCE0007,54080127,54080361,235,71
UCE0007-XCE0007,54014421,54014655,235,68
UCE0007-XCE0007,54077371,54077605,235,33
UCE0007-XCE0007,53927924,53928158,235,55
UCE0007-XCE0007,54090758,54090992,235,74
UCE0007-XCE0007,53707422,53707656,235,0
UCE0007-XCE0007,53953092,53953326,235,60
UCE0007-XCE0007,53899191,53899425,235,75
UCE0007-XCE0007,54020872,54021106,235,86
UCE0007-XCE0007,53724805,53725039,235,0
UCE0007-XCE0007,54065818,54066052,235,85
UCE0007-XCE0007,53895001,53895235,235,61
UCE0007-XCE0007,53980216,53980450,235,62
UCE0007-XCE0007,53772376,53772610,235,69
UCE0007-XCE0007,53705844,53706078,235,0
UCE0007-XCE0007,53820440,53820674,235,67
UCE0007-XCE0007,54089700,54089934,235,64
UCE0007-XCE0007,54041545,54041779,235,77
UCE0007-XCE0007,53859465,53859699,235,81
UCE0007-XCE0007,53882823,53883057,235,69
UCE0007-XCE0007,53873940,53874174,235,77
UCE0007-XCE0007,53829011,53829245,235,68
UCE0007-XCE0007,54074754,54074988,235,73
UCE0007-XCE0007,53842585,53842819,235,63
UCE0007-XCE0007,54092857,54093091,235,73
