uce,start_pos,end_pos,length,snp_count
UCE0009-XCE0009,54085901,54086270,370,100
UCE0009-XCE0009,54077305,54077674,370,50
UCE0009-XCE0009,54064747,54065116,370,108
UCE0009-XCE0009,53823887,53824256,370,107
UCE0009-XCE0009,53976881,53977250,370,124
UCE0009-XCE0009,54004120,54004489,370,135
UCE0009-XCE0009,53888290,53888659,370,114
UCE0009-XCE0009,54072501,54072870,370,114
UCE0009-XCE0009,54157688,54158057,370,0
UCE0009-XCE0009,54060779,54061148,370,104
UCE0009-XCE0009,53739784,53740153,370,103
UCE0009-XCE0009,53992608,53992977,370,110
UCE0009-XCE0009,54055307,54055676,370,130
UCE0009-XCE0009,53764586,53764955,370,105
UCE0009-XCE0009,53889723,53890092,370,112
UCE0009-XCE0009,53766377,53766746,370,118
UCE0009-XCE0009,53760899,53761268,370,94
UCE0009-XCE0009,54045780,54046149,370,98
UCE0009-XCE0009,54021473,54021842,370,129
UCE0009-XCE0009,53947082,53947451,370,108
UCE0009-XCE0009,53966036,53966405,370,102
UCE0009-XCE0009,53749805,53750174,370,111
UCE0009-XCE0009,53883072,53883441,370,88
UCE0009-XCE0009,54013718,54014087,370,111
UCE0009-XCE0009,53956658,53957027,370,122
UCE0009-XCE0009,53805006,53805375,370,123
UCE0009-XCE0009,53818896,53819265,370,88
UCE0009-XCE0009,54125963,54126332,370,106
UCE0009-XCE0009,53816158,53816527,370,100
UCE0009-XCE0009,53943271,53943640,370,134
UCE0009-XCE0009,53844667,53845036,370,112
UCE0009-XCE0009,54057156,54057525,370,100
UCE0009-XCE0009,53857570,53857939,370,138
UCE0009-XCE0009,54138735,54139104,370,110
UCE0009-XCE0009,54076965,54077334,370,86
UCE0009-XCE0009,53764262,53764631,370,107
UCE0009-XCE0009,53947382,53947751,370,96
UCE0009-XCE0009,53776249,53776618,370,96
UCE0009-XCE0009,53826227,53826596,370,98
UCE0009-XCE0009,53798587,53798956,370,115
UCE0009-XCE0009,54100849,54101218,370,114
UCE0009-XCE0009,53926984,53927353,370,108
UCE0009-XCE0009,54118179,54118548,370,103
UCE0009-XCE0009,54105807,54106176,370,98
UCE0009-XCE0009,54139790,54140159,370,105
UCE0009-XCE0009,53919582,53919951,370,111
UCE0009-XCE0009,53795513,53795882,370,116
UCE0009-XCE0009,53875912,53876281,370,108
UCE0009-XCE0009,54027727,54028096,370,112
UCE0009-XCE0009,53811178,53811547,370,92
UCE0009-XCE0009,54052924,54053293,370,100
UCE0009-XCE0009,53935139,53935508,370,102
UCE0009-XCE0009,53954494,53954863,370,122
UCE0009-XCE0009,53762092,53762461,370,107
UCE0009-XCE0009,53970315,53970684,370,115
UCE0009-XCE0009,53832512,53832881,370,106
UCE0009-XCE0009,54155420,54155789,370,147
UCE0009-XCE0009,53854262,53854631,370,127
UCE0009-XCE0009,54139555,54139924,370,99
UCE0009-XCE0009,53743433,53743802,370,108
UCE0009-XCE0009,54040662,54041031,370,104
UCE0009-XCE0009,53982324,53982693,370,96
UCE0009-XCE0009,53931496,53931865,370,89
UCE0009-XCE0009,53824929,53825298,370,89
UCE0009-XCE0009,54098099,54098468,370,87
UCE0009-XCE0009,53896623,53896992,370,100
UCE0009-XCE0009,54060468,54060837,370,87
UCE0009-XCE0009,53792720,53793089,370,115
